id_evt,Campagne,Date 1,Date 2,Branche de départ 1,Altitude de départ 1,Branche de départ 2,Altitude de départ 2,Branche de départ 3,Altitude de départ 3,Branche d'arrivée 1,Altitude d'arrivée 1,Branche d'arrivée 2,Altitude d'arrivée 2,Branche d'arrivée 3,Altitude d'arrivée 3,Zone plane,Versant opposé,CaracA,CaracB,CaracC,CaracD,CaracE,CaracF,Météo3J Hauteur neige,Météo3J Vent fort,Météo3J Dir vent,Météo3J Redoux,Météo3J Pluie,Météo4h Neige,Météo4h Pluie,Météo4h Vent fort,Météo4h Ciel clair,Météo4h Nuages,Météo4h Brouillard,Causes,Victimes,Dégâts Néant,Dégâts Const.,Dégâts poteaux,Dégâts forêt,Dégâts routes,Dégâts eau.,Longueur,Largeur,Hauteur,Type avis,Alerte BD event,Visibilité,Date de constat,Date de saisie,Remarque,id_site,Numéro du site,Nom du site,date_fin site,Date de toilettage,enjeux_forestier,enjeux_voie,enjeux_urba,enjeux_scientifique,enjeux_autres,autres_actuel_potentiel,Site décleché,Site éteint,Site perdu,Site inconnu,Site introuvable,Observation difficile,Alerte versant opposé,seuil_observation,seuil_alert,orientation,Altitude max abs,Altitude max site,Altitude min site,Altitude min abs,id_massif,Nom du massif,INSEE de la commune,Nom de la commune,Code du departement,Nom du departement
95675,2012, 26/11/2012, 16/04/2013,,1980,,,,,,1520,,,,,non,non,A 4,B 3,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,300.0,15.0,1.5,7,Non,Bonne, 03/05/2013, 03/05/2013,Une deuxième coulée très terreuse s'est arrêtée à 1600 m.,10238,207,DROITE DES ECHETS,,5/10/2005,le site n'est pas concerné par cet enjeu,enjeu potentiel,enjeu potentiel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Oui,Non,Non,Non,1600,1510,S,2030,2020,1510,1500,40,Belledonne,73230,SAINT-COLOMBAN-DES-VILLARDS,73,SAVOIE
93139,2012, 06/12/2012, 08/12/2012,,,,,,,,700,,,,,non,non,A 9,B 9,C 1,D 9,E 2,F 1, 51-100,Oui,Inconnu,Oui,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,20.0,8.0,2.0,7,Non,Incomplète, 11/12/2012, 11/12/2012,Dépôt tout en haut de l'ouvrage RTM,9441,10,ECOLE DE LIVET,,1/14/2005,le site n'est pas concerné par cet enjeu,"enjeu existe à priori, mais il n'est ni actuel ni potentiel",enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,960,670,O,2340,2280,650,640,40,Belledonne,38212,LIVET-ET-GAVET,38,ISERE
93166,2012, 10/12/2012, 14/12/2012,,,,,,,,1100,,,,,non,non,A 9,B 9,C 9,D 2,E 9,F 9, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause inconnue,néant,Oui,Non,Non,Non,Non,Non,40.0,15.0,4.0,7,Non,Bonne, 14/12/2012, 14/12/2012,coulée de neige de couleur beige clair(terreuse) ayant atteint le torrent du Vorz sans l¿obstruer,11613,3,ROCHERS DE LA FAR,,1/11/2006,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,Brise charge prise d'eau,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1100,1000,E,1890,1890,1000,900,40,Belledonne,38350,SAINTE-AGNES,38,ISERE
93165,2012, 10/12/2012, 14/12/2012,,1850,,,,,,1480,,,,,oui,non,A 4,B 1,C 9,D 2,E 9,F 9, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause inconnue,néant,Oui,Non,Non,Non,Non,Non,50.0,60.0,1.0,7,Non,Bonne, 14/12/2012, 14/12/2012,,11642,9,PRE DE L'ARC,,1/11/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,pratique sportive,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1500,1440,E,2120,2100,1440,1410,40,Belledonne,38206,LAVAL,38,ISERE
93170,2012, 12/12/2012, 13/12/2012,A,1980,,,,,,1450,,,,,non,non,A 8,B 4,C 9,D 2,E 9,F 9, 21-50,Oui,NE,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,30.0,8.0,4.0,7,Non,Bonne, 13/12/2012, 15/12/2012,,11468,17,L'ARPETTE,,2/6/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,prise d'eau,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1450,1150,NE,2420,2420,1040,1030,40,Belledonne,38163,FERRIERE,38,ISERE
93171,2012, 14/12/2012, 14/12/2012,,1120,,,,,,1080,,,,,non,non,A 8,B 4,C 2,D 1,E 2,F 2, 1-20,Non,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Oui,Inconnu,Cause naturelle,néant,Non,Oui,Non,Non,Non,Non,25.0,20.0,1.5,7,Oui,Bonne, 14/12/2012, 15/12/2012,"Le dépôt est venu se ""caler"" sur le mur du garage et de la maison d'habitation.  ",11473,203,LA BOURGEAT,,2/6/2006,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Oui,Non,Non,Non,1090,1090,SO,1180,1170,1080,1070,40,Belledonne,38163,FERRIERE,38,ISERE
93190,2012, 14/12/2012, 15/12/2012,,,,,,,,720,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Non,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,100.0,10.0,1.5,7,Non,Incomplète, 17/12/2012, 18/12/2012,descente en plusieurs fois dépôt arrêté à 30m du bout de la tourne,9441,10,ECOLE DE LIVET,,1/14/2005,le site n'est pas concerné par cet enjeu,"enjeu existe à priori, mais il n'est ni actuel ni potentiel",enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,960,670,O,2340,2280,650,640,40,Belledonne,38212,LIVET-ET-GAVET,38,ISERE
93301,2012, 14/12/2012, 15/12/2012,,2200,,,,,,1090,,,,,non,non,A 8,B 3,C 9,D 1,E 9,F 2, 1-20,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,300.0,40.0,2.0,7,Oui,Bonne, 21/12/2012, 21/12/2012,,11460,9,CHAURIONDE,,1/24/2006,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,tourisme,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1200,1180,NO,2230,2230,1160,1150,40,Belledonne,38163,FERRIERE,38,ISERE
93198,2012, 14/12/2012, 17/12/2012,,,,,,,,960,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,-1.0,-1.0,-1.0,7,Non,Incomplète, 17/12/2012, 18/12/2012,,9407,3,AVAL DES CHALLANCHES,,1/12/2005,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,"(enjeux gestion forestière faible, protection)",le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,960,720,O,1890,1890,720,710,40,Belledonne,38005,ALLEMOND,38,ISERE
93197,2012, 14/12/2012, 17/12/2012,,,,,,,,960,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,-1.0,-1.0,-1.0,7,Non,Incomplète, 17/12/2012, 18/12/2012,,9410,17,COMBE DE CROUZA,,1/12/2005,enjeu actuel,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,enjeux gestion forestière faible : protection.,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,960,720,O,2090,2030,730,710,40,Belledonne,38005,ALLEMOND,38,ISERE
93195,2012, 14/12/2012, 17/12/2012,,,,,,,,960,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,-1.0,-1.0,-1.0,7,Non,Incomplète, 17/12/2012, 18/12/2012,,9412,21,COMBE DES MINES,,1/12/2005,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,Enjeux gestion forestière faible : protection,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1000,720,O,1990,1800,700,700,40,Belledonne,38005,ALLEMOND,38,ISERE
93192,2012, 14/12/2012, 17/12/2012,,,,,,,,640,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,100.0,10.0,1.5,7,Non,Incomplète, 17/12/2012, 18/12/2012,,9451,20,ROCHER DE L'HOMME EST,,1/14/2005,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,850,580,N,1760,1760,590,570,40,Belledonne,38212,LIVET-ET-GAVET,38,ISERE
93172,2012, 15/12/2012, 15/12/2012,A,1940,,,,,,1440,,,,,non,non,A 8,B 4,C 2,D 2,E 2,F 2, 1-20,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Oui,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,20.0,6.0,3.0,7,Non,Bonne, 15/12/2012, 15/12/2012,,11468,17,L'ARPETTE,,2/6/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,prise d'eau,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1450,1150,NE,2420,2420,1040,1030,40,Belledonne,38163,FERRIERE,38,ISERE
93196,2012, 15/12/2012, 17/12/2012,,,,,,,,960,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,-1.0,-1.0,-1.0,7,Non,Incomplète, 17/12/2012, 18/12/2012,,9411,18,DRAYE DE L'AIGUILLE,,1/12/2005,enjeu actuel,"enjeu existe à priori, mais il n'est ni actuel ni potentiel",le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,enjeux gestion forestière faible : protection,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,980,710,O,1590,1590,720,700,40,Belledonne,38005,ALLEMOND,38,ISERE
95009,2012, 15/12/2012, 24/12/2012,,2300,,,,,,1220,,,,,non,non,A 8,B 3,C 1,D 2,E 9,F 9, > 100,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Non,Non,Non,Non,Non,Non,300.0,200.0,-1.0,7,Non,Bonne, 05/04/2013, 09/04/2013,,11722,200,COMBE NOIR,,1/26/2006,enjeu potentiel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,microcentrale,enjeu potentiel,Non,Non,Non,Oui,Non,Non,Non,1300,1220,E,2320,2320,1220,1210,40,Belledonne,73021,ARVILLARD,73,SAVOIE
93294,2012, 17/12/2012, 20/12/2012,,,,,,,,950,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,200.0,10.0,2.0,7,Non,Incomplète, 20/12/2012, 21/12/2012,,9442,11,RUISSEAU DE LA PETITE VAUDAINE,,1/14/2005,le site n'est pas concerné par cet enjeu,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1008,750,O,2580,2580,710,690,40,Belledonne,38212,LIVET-ET-GAVET,38,ISERE
93352,2012, 17/12/2012, 21/12/2012,,,,,,,,530,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,50.0,30.0,2.0,7,Oui,Bonne sauf zone départ, 21/12/2012, 24/12/2012,,9438,7,COMBE DE L'ETOILE,,2/14/2005,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,850,530,N,1580,1580,500,490,40,Belledonne,38212,LIVET-ET-GAVET,38,ISERE
93297,2012, 19/12/2012, 20/12/2012,,,,,,,,900,,,,,non,non,A 9,B 9,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,150.0,20.0,1.0,7,Non,Bonne sauf zone départ, 20/12/2012, 21/12/2012,,9409,5,COMBE DE LA VESCE,,1/12/2005,enjeu actuel,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,enjeux gestion forestière faible : protection,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,,,O,2470,2250,710,710,40,Belledonne,38005,ALLEMOND,38,ISERE
93346,2012, 21/12/2012, 22/12/2012,A,1850,,,,,,750,,,,,non,non,A 4,B 4,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,100.0,40.0,2.0,7,Non,Bonne, 22/12/2012, 24/12/2012,,9405,2,BALME - CLOS CHEVALIER,,1/12/2005,le site n'est pas concerné par cet enjeu,"enjeu existe à priori, mais il n'est ni actuel ni potentiel",le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1050,720,O,2780,2780,710,710,40,Belledonne,38005,ALLEMOND,38,ISERE
93375,2012, 22/12/2012, 26/12/2012,,,,,,,,720,,,,,non,non,A 9,B 9,C 9,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,80.0,40.0,4.0,7,Oui,Bonne, 26/12/2012, 27/12/2012,,9441,10,ECOLE DE LIVET,,1/14/2005,le site n'est pas concerné par cet enjeu,"enjeu existe à priori, mais il n'est ni actuel ni potentiel",enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,960,670,O,2340,2280,650,640,40,Belledonne,38212,LIVET-ET-GAVET,38,ISERE
93507,2012, 27/12/2012, 27/12/2012,,1920,,,,,,1280,,,,,non,non,A 8,B 4,C 2,D 2,E 2,F 2,0,Non,Inconnu,Oui,Oui,Non,Non,Non,Oui,Non,Non,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,450.0,6.0,1.5,7,Non,Bonne, 09/01/2013, 11/01/2013,Traversée le ruisseau du Tépey sur 5 ml et formation d'un pont de neige humide.,10263,10,FONTAINE POURRIE,,5/10/2005,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1400,1200,N,1940,1930,1160,1160,40,Belledonne,73230,SAINT-COLOMBAN-DES-VILLARDS,73,SAVOIE
93464,2012, 27/12/2012, 30/12/2012,,1650,,,,,,1190,,,,,non,non,A 8,B 5,C 9,D 2,E 9,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,250.0,25.0,3.0,7,Non,Bonne, 31/12/2012, 04/01/2013,,11407,1,LA COMBE JACQUES,,1/1/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1130,E,2220,2220,1050,1020,40,Belledonne,38306,PINSOT,38,ISERE
93465,2012, 27/12/2012, 30/12/2012,,,,,,,,1400,,,,,non,non,A 9,B 9,C 9,D 2,E 9,F 9, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause inconnue,néant,Oui,Non,Non,Non,Non,Non,300.0,40.0,1.0,7,Non,Bonne sauf zone départ, 31/12/2012, 04/01/2013,,11412,6,PERTUIS,,1/24/2006,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1500,1370,E,2430,2420,1400,1340,40,Belledonne,38306,PINSOT,38,ISERE
93482,2012, 31/12/2012, 05/01/2013,,2110,,,,,Y,1150,,,,,non,non,A 8,B 5,C 9,D 2,E 9,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,200.0,25.0,2.0,7,Non,Bonne, 07/01/2013, 08/01/2013,,11408,2,COULOIR DE PIEROULE,,1/24/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1070,E,2200,2200,1080,1070,40,Belledonne,38306,PINSOT,38,ISERE
93485,2012, 31/12/2012, 05/01/2013,,2050,,,,,,1150,,,,,non,non,A 8,B 5,C 9,D 2,E 9,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,130.0,10.0,4.0,7,Non,Bonne, 07/01/2013, 08/01/2013,,11410,3,PISSE DE L'ARET,,1/24/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1100,E,2290,2290,1100,1090,40,Belledonne,38306,PINSOT,38,ISERE
93486,2012, 07/01/2013, 08/01/2013,,2090,,,,,Y,1160,,,,,non,non,A 8,B 5,C 9,D 2,E 9,F 2,0,Oui,NE,Oui,Non,Non,Non,Inconnu,Oui,Non,Non,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,160.0,25.0,1.5,7,Non,Bonne, 08/01/2013, 08/01/2013,,11408,2,COULOIR DE PIEROULE,,1/24/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1070,E,2200,2200,1080,1070,40,Belledonne,38306,PINSOT,38,ISERE
93672,2012, 18/01/2013, 22/01/2013,,1850,,,,,,1490,,,,,oui,non,A 4,B 2,C 9,D 2,E 2,F 9, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause inconnue,néant,Oui,Non,Non,Non,Non,Non,20.0,10.0,1.0,7,Non,Bonne, 22/01/2013, 22/01/2013,"Dépôt de neige coulante important, resté dans le couloir sur 80 mètres de dénivelé en amont de la route forestière ",11642,9,PRE DE L'ARC,,1/11/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,pratique sportive,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1500,1440,E,2120,2100,1440,1410,40,Belledonne,38206,LAVAL,38,ISERE
93674,2012, 21/01/2013, 21/01/2013,,2080,,,,,,1200,,,,,non,non,A 8,B 5,C 9,D 2,E 9,F 2, 21-50,Oui,Variée,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,150.0,15.0,2.0,7,Non,Bonne, 22/01/2013, 22/01/2013,,11407,1,LA COMBE JACQUES,,1/1/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1130,E,2220,2220,1050,1020,40,Belledonne,38306,PINSOT,38,ISERE
93856,2012, 21/01/2013, 23/01/2013,,2150,,,,,Y,1130,,,,,non,non,A 8,B 5,C 9,D 2,E 9,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,250.0,15.0,1.5,7,Non,Bonne, 30/01/2013, 31/01/2013,,11408,2,COULOIR DE PIEROULE,,1/24/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1070,E,2200,2200,1080,1070,40,Belledonne,38306,PINSOT,38,ISERE
93879,2012, 25/01/2013, 31/01/2013,,,,,,,,1100,,,,,oui,non,A 9,B 9,C 9,D 2,E 9,F 9, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause inconnue,néant,Oui,Non,Non,Non,Non,Non,40.0,15.0,6.0,7,Non,Bonne, 01/02/2013, 01/02/2013,Le dépôt s'est calé sur l'ancien dépôt au niveau de la piste sans aller jusqu'au torrent du Vorz,11613,3,ROCHERS DE LA FAR,,1/11/2006,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,Brise charge prise d'eau,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1100,1000,E,1890,1890,1000,900,40,Belledonne,38350,SAINTE-AGNES,38,ISERE
93878,2012, 25/01/2013, 31/01/2013,,1700,,,,,,1490,,,,,oui,non,A 4,B 1,C 2,D 2,E 2,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause inconnue,néant,Oui,Non,Non,Non,Non,Non,20.0,70.0,1.0,7,Non,Bonne, 01/02/2013, 01/02/2013,"l'estimation du dépôt comprend celui déclaré le 22/01/2013 Avalanche de neige coulante humide,suite à la purge du dépôt de neige resté dans le couloir lors de l'avalanche déclarée le 22/11/2013",11642,9,PRE DE L'ARC,,1/11/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,pratique sportive,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1500,1440,E,2120,2100,1440,1410,40,Belledonne,38206,LAVAL,38,ISERE
93857,2012, 29/01/2013, 30/01/2013,,2100,,,,,,1175,,,,,non,non,A 8,B 5,C 2,D 2,E 9,F 2, 1-20,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,250.0,15.0,3.0,7,Non,Bonne, 30/01/2013, 31/01/2013,,11407,1,LA COMBE JACQUES,,1/1/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1130,E,2220,2220,1050,1020,40,Belledonne,38306,PINSOT,38,ISERE
94260,2012, 10/02/2013, 15/02/2013,,1950,,,,,Y,1110,,,,,non,non,A 8,B 5,C 9,D 2,E 9,F 2, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,200.0,40.0,2.5,7,Non,Bonne, 19/02/2013, 22/02/2013,,11408,2,COULOIR DE PIEROULE,,1/24/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,1300,1070,E,2200,2200,1080,1070,40,Belledonne,38306,PINSOT,38,ISERE
94091,2012, 12/02/2013, 12/02/2013,,,,,,,,750,,,,,non,non,A 9,B 9,C 1,D 2,E 2,F 1, 51-100,Oui,Inconnu,Oui,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause naturelle,néant,Oui,Non,Non,Non,Non,Non,-1.0,-1.0,-1.0,7,Oui,Bonne sauf zone départ, 13/02/2013, 15/02/2013,"pas d'estimation du dépôt, recouvert de neige fraiche",9441,10,ECOLE DE LIVET,,1/14/2005,le site n'est pas concerné par cet enjeu,"enjeu existe à priori, mais il n'est ni actuel ni potentiel",enjeu actuel,le site n'est pas concerné par cet enjeu,,le site n'est pas concerné par cet enjeu,Non,Non,Non,Non,Non,Non,Non,960,670,O,2340,2280,650,640,40,Belledonne,38212,LIVET-ET-GAVET,38,ISERE
94459,2012, 20/02/2013, 06/03/2013,,1800,,,,,,1480,,,,,oui,non,A 4,B 3,C 9,D 2,E 9,F 9, inconnu,Oui,Inconnu,Oui,Oui,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Inconnu,Cause inconnue,néant,Oui,Non,Non,Non,Non,Non,40.0,80.0,2.0,7,Non,Bonne, 07/03/2013, 07/03/2013,,11642,9,PRE DE L'ARC,,1/11/2006,le site n'est pas concerné par cet enjeu,enjeu actuel,le site n'est pas concerné par cet enjeu,le site n'est pas concerné par cet enjeu,pratique sportive,enjeu actuel,Non,Non,Non,Non,Non,Non,Non,1500,1440,E,2120,2100,1440,1410,40,Belledonne,38206,LAVAL,38,ISERE
